product,period,forecast_type,adopted,method,value
Non-Hormonal IUCD,2025-03-01,Review,Consumption Excel,Demographic,3204
Non-Hormonal IUCD,2025-03-01,Review,Consumption Excel,Consumption LMIS,NA
Non-Hormonal IUCD,2025-04-01,Review,Consumption Excel,Actual Consumption,6021
Non-Hormonal IUCD,2025-04-01,Review,Consumption Excel,Service Excel,6931
Non-Hormonal IUCD,2025-04-01,Review,Consumption Excel,Service AI,7002
Non-Hormonal IUCD,2025-04-01,Review,Consumption Excel,Consumption Excel,6596
Non-Hormonal IUCD,2025-04-01,Review,Consumption Excel,Consumption AI,10105
Non-Hormonal IUCD,2025-04-01,Review,Consumption Excel,Demographic,3204
Non-Hormonal IUCD,2025-04-01,Review,Consumption Excel,Consumption LMIS,NA
Non-Hormonal IUCD,2025-05-01,Review,Consumption Excel,Actual Consumption,6235
Non-Hormonal IUCD,2025-05-01,Review,Consumption Excel,Service Excel,6931
Non-Hormonal IUCD,2025-05-01,Review,Consumption Excel,Service AI,7002
Non-Hormonal IUCD,2025-05-01,Review,Consumption Excel,Consumption Excel,6596
Non-Hormonal IUCD,2025-05-01,Review,Consumption Excel,Consumption AI,10105
Non-Hormonal IUCD,2025-05-01,Review,Consumption Excel,Demographic,3204
Non-Hormonal IUCD,2025-05-01,Review,Consumption Excel,Consumption LMIS,NA
Non-Hormonal IUCD,2025-06-01,Review,Consumption Excel,Actual Consumption,5730
Non-Hormonal IUCD,2025-06-01,Review,Consumption Excel,Service Excel,6931
Non-Hormonal IUCD,2025-06-01,Review,Consumption Excel,Service AI,7002
Non-Hormonal IUCD,2025-06-01,Review,Consumption Excel,Consumption Excel,6596
Non-Hormonal IUCD,2025-06-01,Review,Consumption Excel,Consumption AI,10105
Non-Hormonal IUCD,2025-06-01,Review,Consumption Excel,Demographic,3204
Non-Hormonal IUCD,2025-06-01,Review,Consumption Excel,Consumption LMIS,NA
Non-Hormonal IUCD,2025-07-01,Main,Service AI,Actual Consumption,5826
Non-Hormonal IUCD,2025-07-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2025-07-01,Main,Service AI,Service AI,7126
Non-Hormonal IUCD,2025-07-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2025-07-01,Main,Service AI,Consumption AI,1199
Non-Hormonal IUCD,2025-07-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2025-07-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2025-08-01,Main,Service AI,Actual Consumption,5180
Non-Hormonal IUCD,2025-08-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2025-08-01,Main,Service AI,Service AI,7151
Non-Hormonal IUCD,2025-08-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2025-08-01,Main,Service AI,Consumption AI,1198
Non-Hormonal IUCD,2025-08-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2025-08-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2025-09-01,Main,Service AI,Actual Consumption,5261
Non-Hormonal IUCD,2025-09-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2025-09-01,Main,Service AI,Service AI,7421
Non-Hormonal IUCD,2025-09-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2025-09-01,Main,Service AI,Consumption AI,1544
Non-Hormonal IUCD,2025-09-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2025-09-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2025-10-01,Main,Service AI,Actual Consumption,5170
Non-Hormonal IUCD,2025-10-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2025-10-01,Main,Service AI,Service AI,7216
Non-Hormonal IUCD,2025-10-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2025-10-01,Main,Service AI,Consumption AI,1176
Non-Hormonal IUCD,2025-10-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2025-10-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2025-11-01,Main,Service AI,Actual Consumption,4816
Non-Hormonal IUCD,2025-11-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2025-11-01,Main,Service AI,Service AI,7284
Non-Hormonal IUCD,2025-11-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2025-11-01,Main,Service AI,Consumption AI,1125
Non-Hormonal IUCD,2025-11-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2025-11-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2025-12-01,Main,Service AI,Actual Consumption,4277
Non-Hormonal IUCD,2025-12-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2025-12-01,Main,Service AI,Service AI,6552
Non-Hormonal IUCD,2025-12-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2025-12-01,Main,Service AI,Consumption AI,955
Non-Hormonal IUCD,2025-12-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2025-12-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2026-01-01,Main,Service AI,Actual Consumption,4646
Non-Hormonal IUCD,2026-01-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2026-01-01,Main,Service AI,Service AI,6954
Non-Hormonal IUCD,2026-01-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2026-01-01,Main,Service AI,Consumption AI,975
Non-Hormonal IUCD,2026-01-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2026-01-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2026-02-01,Main,Service AI,Actual Consumption,5142
Non-Hormonal IUCD,2026-02-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2026-02-01,Main,Service AI,Service AI,7093
Non-Hormonal IUCD,2026-02-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2026-02-01,Main,Service AI,Consumption AI,1054
Non-Hormonal IUCD,2026-02-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2026-02-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2026-03-01,Main,Service AI,Actual Consumption,6264
Non-Hormonal IUCD,2026-03-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2026-03-01,Main,Service AI,Service AI,7023
Non-Hormonal IUCD,2026-03-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2026-03-01,Main,Service AI,Consumption AI,1144
Non-Hormonal IUCD,2026-03-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2026-03-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2026-04-01,Main,Service AI,Actual Consumption,6445
Non-Hormonal IUCD,2026-04-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2026-04-01,Main,Service AI,Service AI,6746
Non-Hormonal IUCD,2026-04-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2026-04-01,Main,Service AI,Consumption AI,987
Non-Hormonal IUCD,2026-04-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2026-04-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2026-05-01,Main,Service AI,Actual Consumption,6865
Non-Hormonal IUCD,2026-05-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2026-05-01,Main,Service AI,Service AI,6972
Non-Hormonal IUCD,2026-05-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2026-05-01,Main,Service AI,Consumption AI,1014
Non-Hormonal IUCD,2026-05-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2026-05-01,Main,Service AI,Consumption LMIS,8475
Non-Hormonal IUCD,2026-06-01,Main,Service AI,Actual Consumption,6609
Non-Hormonal IUCD,2026-06-01,Main,Service AI,Service Excel,NA
Non-Hormonal IUCD,2026-06-01,Main,Service AI,Service AI,6740
Non-Hormonal IUCD,2026-06-01,Main,Service AI,Consumption Excel,NA
Non-Hormonal IUCD,2026-06-01,Main,Service AI,Consumption AI,939
Non-Hormonal IUCD,2026-06-01,Main,Service AI,Demographic,4137.75
Non-Hormonal IUCD,2026-06-01,Main,Service AI,Consumption LMIS,8475
Female Condoms,2023-07-01,Main,Consumption AI,Actual Consumption,31605
Female Condoms,2023-07-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2023-07-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2023-07-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2023-07-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2023-07-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2023-07-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2023-08-01,Main,Consumption AI,Actual Consumption,31418
Female Condoms,2023-08-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2023-08-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2023-08-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2023-08-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2023-08-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2023-08-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2023-09-01,Main,Consumption AI,Actual Consumption,27501
Female Condoms,2023-09-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2023-09-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2023-09-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2023-09-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2023-09-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2023-09-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2023-10-01,Main,Consumption AI,Actual Consumption,20329
Female Condoms,2023-10-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2023-10-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2023-10-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2023-10-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2023-10-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2023-10-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2023-11-01,Main,Consumption AI,Actual Consumption,90469
Female Condoms,2023-11-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2023-11-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2023-11-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2023-11-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2023-11-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2023-11-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2023-12-01,Main,Consumption AI,Actual Consumption,65297
Female Condoms,2023-12-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2023-12-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2023-12-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2023-12-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2023-12-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2023-12-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-01-01,Main,Consumption AI,Actual Consumption,49780
Female Condoms,2024-01-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2024-01-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2024-01-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2024-01-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2024-01-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2024-01-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-02-01,Main,Consumption AI,Actual Consumption,34297
Female Condoms,2024-02-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2024-02-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2024-02-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2024-02-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2024-02-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2024-02-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-03-01,Main,Consumption AI,Actual Consumption,45522
Female Condoms,2024-03-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2024-03-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2024-03-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2024-03-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2024-03-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2024-03-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-04-01,Main,Consumption AI,Actual Consumption,82948
Female Condoms,2024-04-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2024-04-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2024-04-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2024-04-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2024-04-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2024-04-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-05-01,Main,Consumption AI,Actual Consumption,23209
Female Condoms,2024-05-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2024-05-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2024-05-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2024-05-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2024-05-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2024-05-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-06-01,Main,Consumption AI,Actual Consumption,43800
Female Condoms,2024-06-01,Main,Consumption AI,Service Excel,309848.0000000004
Female Condoms,2024-06-01,Main,Consumption AI,Service AI,309848.0000000004
Female Condoms,2024-06-01,Main,Consumption AI,Consumption Excel,309848.0000000004
Female Condoms,2024-06-01,Main,Consumption AI,Consumption AI,309848.0000000004
Female Condoms,2024-06-01,Main,Consumption AI,Demographic,309848.0000000004
Female Condoms,2024-06-01,Main,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-07-01,Main,Service Excel,Actual Consumption,30127
Female Condoms,2024-07-01,Main,Service Excel,Service Excel,14581
Female Condoms,2024-07-01,Main,Service Excel,Service AI,39220
Female Condoms,2024-07-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2024-07-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2024-07-01,Main,Service Excel,Demographic,80068
Female Condoms,2024-07-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2024-08-01,Main,Service Excel,Actual Consumption,24858
Female Condoms,2024-08-01,Main,Service Excel,Service Excel,14581
Female Condoms,2024-08-01,Main,Service Excel,Service AI,39220
Female Condoms,2024-08-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2024-08-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2024-08-01,Main,Service Excel,Demographic,80068
Female Condoms,2024-08-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2024-09-01,Main,Service Excel,Actual Consumption,17708
Female Condoms,2024-09-01,Main,Service Excel,Service Excel,14581
Female Condoms,2024-09-01,Main,Service Excel,Service AI,39220
Female Condoms,2024-09-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2024-09-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2024-09-01,Main,Service Excel,Demographic,80068
Female Condoms,2024-09-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2024-10-01,Main,Service Excel,Actual Consumption,47864
Female Condoms,2024-10-01,Main,Service Excel,Service Excel,14581
Female Condoms,2024-10-01,Main,Service Excel,Service AI,39220
Female Condoms,2024-10-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2024-10-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2024-10-01,Main,Service Excel,Demographic,80068
Female Condoms,2024-10-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2024-11-01,Main,Service Excel,Actual Consumption,21749
Female Condoms,2024-11-01,Main,Service Excel,Service Excel,14581
Female Condoms,2024-11-01,Main,Service Excel,Service AI,39220
Female Condoms,2024-11-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2024-11-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2024-11-01,Main,Service Excel,Demographic,80068
Female Condoms,2024-11-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2024-12-01,Main,Service Excel,Actual Consumption,37328
Female Condoms,2024-12-01,Main,Service Excel,Service Excel,14581
Female Condoms,2024-12-01,Main,Service Excel,Service AI,39220
Female Condoms,2024-12-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2024-12-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2024-12-01,Main,Service Excel,Demographic,80068
Female Condoms,2024-12-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2025-01-01,Main,Service Excel,Actual Consumption,19036
Female Condoms,2025-01-01,Main,Service Excel,Service Excel,14581
Female Condoms,2025-01-01,Main,Service Excel,Service AI,39220
Female Condoms,2025-01-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2025-01-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2025-01-01,Main,Service Excel,Demographic,80068
Female Condoms,2025-01-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2025-02-01,Main,Service Excel,Actual Consumption,25764
Female Condoms,2025-02-01,Main,Service Excel,Service Excel,14581
Female Condoms,2025-02-01,Main,Service Excel,Service AI,39220
Female Condoms,2025-02-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2025-02-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2025-02-01,Main,Service Excel,Demographic,80068
Female Condoms,2025-02-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2025-03-01,Main,Service Excel,Actual Consumption,9093
Female Condoms,2025-03-01,Main,Service Excel,Service Excel,14581
Female Condoms,2025-03-01,Main,Service Excel,Service AI,39220
Female Condoms,2025-03-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2025-03-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2025-03-01,Main,Service Excel,Demographic,80068
Female Condoms,2025-03-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2025-04-01,Main,Service Excel,Actual Consumption,18109
Female Condoms,2025-04-01,Main,Service Excel,Service Excel,14581
Female Condoms,2025-04-01,Main,Service Excel,Service AI,39220
Female Condoms,2025-04-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2025-04-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2025-04-01,Main,Service Excel,Demographic,80068
Female Condoms,2025-04-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2025-05-01,Main,Service Excel,Actual Consumption,17517
Female Condoms,2025-05-01,Main,Service Excel,Service Excel,14581
Female Condoms,2025-05-01,Main,Service Excel,Service AI,39220
Female Condoms,2025-05-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2025-05-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2025-05-01,Main,Service Excel,Demographic,80068
Female Condoms,2025-05-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2025-06-01,Main,Service Excel,Actual Consumption,11896
Female Condoms,2025-06-01,Main,Service Excel,Service Excel,14581
Female Condoms,2025-06-01,Main,Service Excel,Service AI,39220
Female Condoms,2025-06-01,Main,Service Excel,Consumption Excel,28487
Female Condoms,2025-06-01,Main,Service Excel,Consumption AI,27412
Female Condoms,2025-06-01,Main,Service Excel,Demographic,80068
Female Condoms,2025-06-01,Main,Service Excel,Consumption LMIS,NA
Female Condoms,2024-07-01,Review,Consumption AI,Actual Consumption,30127
Female Condoms,2024-07-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2024-07-01,Review,Consumption AI,Service AI,14581
Female Condoms,2024-07-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2024-07-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2024-07-01,Review,Consumption AI,Demographic,73550
Female Condoms,2024-07-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-08-01,Review,Consumption AI,Actual Consumption,24858
Female Condoms,2024-08-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2024-08-01,Review,Consumption AI,Service AI,14581
Female Condoms,2024-08-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2024-08-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2024-08-01,Review,Consumption AI,Demographic,73550
Female Condoms,2024-08-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-09-01,Review,Consumption AI,Actual Consumption,17708
Female Condoms,2024-09-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2024-09-01,Review,Consumption AI,Service AI,14581
Female Condoms,2024-09-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2024-09-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2024-09-01,Review,Consumption AI,Demographic,73550
Female Condoms,2024-09-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-10-01,Review,Consumption AI,Actual Consumption,47864
Female Condoms,2024-10-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2024-10-01,Review,Consumption AI,Service AI,14581
Female Condoms,2024-10-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2024-10-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2024-10-01,Review,Consumption AI,Demographic,73550
Female Condoms,2024-10-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-11-01,Review,Consumption AI,Actual Consumption,21749
Female Condoms,2024-11-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2024-11-01,Review,Consumption AI,Service AI,14581
Female Condoms,2024-11-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2024-11-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2024-11-01,Review,Consumption AI,Demographic,73550
Female Condoms,2024-11-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2024-12-01,Review,Consumption AI,Actual Consumption,37328
Female Condoms,2024-12-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2024-12-01,Review,Consumption AI,Service AI,14581
Female Condoms,2024-12-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2024-12-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2024-12-01,Review,Consumption AI,Demographic,73550
Female Condoms,2024-12-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2025-01-01,Review,Consumption AI,Actual Consumption,19036
Female Condoms,2025-01-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2025-01-01,Review,Consumption AI,Service AI,14581
Female Condoms,2025-01-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2025-01-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2025-01-01,Review,Consumption AI,Demographic,73550
Female Condoms,2025-01-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2025-02-01,Review,Consumption AI,Actual Consumption,25764
Female Condoms,2025-02-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2025-02-01,Review,Consumption AI,Service AI,14581
Female Condoms,2025-02-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2025-02-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2025-02-01,Review,Consumption AI,Demographic,73550
Female Condoms,2025-02-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2025-03-01,Review,Consumption AI,Actual Consumption,9093
Female Condoms,2025-03-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2025-03-01,Review,Consumption AI,Service AI,14581
Female Condoms,2025-03-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2025-03-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2025-03-01,Review,Consumption AI,Demographic,73550
Female Condoms,2025-03-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2025-04-01,Review,Consumption AI,Actual Consumption,18109
Female Condoms,2025-04-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2025-04-01,Review,Consumption AI,Service AI,14581
Female Condoms,2025-04-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2025-04-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2025-04-01,Review,Consumption AI,Demographic,73550
Female Condoms,2025-04-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2025-05-01,Review,Consumption AI,Actual Consumption,17517
Female Condoms,2025-05-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2025-05-01,Review,Consumption AI,Service AI,14581
Female Condoms,2025-05-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2025-05-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2025-05-01,Review,Consumption AI,Demographic,73550
Female Condoms,2025-05-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2025-06-01,Review,Consumption AI,Actual Consumption,11896
Female Condoms,2025-06-01,Review,Consumption AI,Service Excel,13550
Female Condoms,2025-06-01,Review,Consumption AI,Service AI,14581
Female Condoms,2025-06-01,Review,Consumption AI,Consumption Excel,26606
Female Condoms,2025-06-01,Review,Consumption AI,Consumption AI,32378
Female Condoms,2025-06-01,Review,Consumption AI,Demographic,73550
Female Condoms,2025-06-01,Review,Consumption AI,Consumption LMIS,NA
Female Condoms,2025-07-01,Main,Service AI,Actual Consumption,8746
Female Condoms,2025-07-01,Main,Service AI,Service Excel,NA
Female Condoms,2025-07-01,Main,Service AI,Service AI,12289
Female Condoms,2025-07-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2025-07-01,Main,Service AI,Consumption AI,13792
Female Condoms,2025-07-01,Main,Service AI,Demographic,135229.75
Female Condoms,2025-07-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2025-08-01,Main,Service AI,Actual Consumption,15015
Female Condoms,2025-08-01,Main,Service AI,Service Excel,NA
Female Condoms,2025-08-01,Main,Service AI,Service AI,11510
Female Condoms,2025-08-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2025-08-01,Main,Service AI,Consumption AI,12408
Female Condoms,2025-08-01,Main,Service AI,Demographic,135229.75
Female Condoms,2025-08-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2025-09-01,Main,Service AI,Actual Consumption,20891
Female Condoms,2025-09-01,Main,Service AI,Service Excel,NA
Female Condoms,2025-09-01,Main,Service AI,Service AI,13587
Female Condoms,2025-09-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2025-09-01,Main,Service AI,Consumption AI,12321
Female Condoms,2025-09-01,Main,Service AI,Demographic,135229.75
Female Condoms,2025-09-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2025-10-01,Main,Service AI,Actual Consumption,26519
Female Condoms,2025-10-01,Main,Service AI,Service Excel,NA
Female Condoms,2025-10-01,Main,Service AI,Service AI,11396
Female Condoms,2025-10-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2025-10-01,Main,Service AI,Consumption AI,14422
Female Condoms,2025-10-01,Main,Service AI,Demographic,135229.75
Female Condoms,2025-10-01,Main,Service AI,Consumption LMIS,293565
Female Condoms,2025-11-01,Main,Service AI,Actual Consumption,10022
Female Condoms,2025-11-01,Main,Service AI,Service Excel,NA
Female Condoms,2025-11-01,Main,Service AI,Service AI,18271
Female Condoms,2025-11-01,Main,Service AI,Consumption Excel,NA
Female Condoms,2025-11-01,Main,Service AI,Consumption AI,12809
Female Condoms,2025-11-01,Main,Service AI,Demographic,135229.75
