product,period,forecast_type,adopted,method,value
Levoplant,2023-10-01,Main,Consumption AI,Actual Consumption,12263
Levoplant,2023-10-01,Main,Consumption AI,Service Excel,18927
Levoplant,2023-10-01,Main,Consumption AI,Service AI,16728.320000000003
Levoplant,2023-10-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2023-10-01,Main,Consumption AI,Consumption AI,19803
Levoplant,2023-10-01,Main,Consumption AI,Demographic,15722
Levoplant,2023-10-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2023-11-01,Main,Consumption AI,Actual Consumption,13288
Levoplant,2023-11-01,Main,Consumption AI,Service Excel,18927
Levoplant,2023-11-01,Main,Consumption AI,Service AI,17053.68
Levoplant,2023-11-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2023-11-01,Main,Consumption AI,Consumption AI,20797
Levoplant,2023-11-01,Main,Consumption AI,Demographic,15722
Levoplant,2023-11-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2023-12-01,Main,Consumption AI,Actual Consumption,11512
Levoplant,2023-12-01,Main,Consumption AI,Service Excel,18927
Levoplant,2023-12-01,Main,Consumption AI,Service AI,17378.760000000002
Levoplant,2023-12-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2023-12-01,Main,Consumption AI,Consumption AI,18427
Levoplant,2023-12-01,Main,Consumption AI,Demographic,15722
Levoplant,2023-12-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2024-01-01,Main,Consumption AI,Actual Consumption,12962
Levoplant,2024-01-01,Main,Consumption AI,Service Excel,18927
Levoplant,2024-01-01,Main,Consumption AI,Service AI,17693.480000000003
Levoplant,2024-01-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2024-01-01,Main,Consumption AI,Consumption AI,21266
Levoplant,2024-01-01,Main,Consumption AI,Demographic,15722
Levoplant,2024-01-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2024-02-01,Main,Consumption AI,Actual Consumption,12385
Levoplant,2024-02-01,Main,Consumption AI,Service Excel,18927
Levoplant,2024-02-01,Main,Consumption AI,Service AI,18018.84
Levoplant,2024-02-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2024-02-01,Main,Consumption AI,Consumption AI,19206
Levoplant,2024-02-01,Main,Consumption AI,Demographic,15722
Levoplant,2024-02-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2024-03-01,Main,Consumption AI,Actual Consumption,10854
Levoplant,2024-03-01,Main,Consumption AI,Service Excel,18927
Levoplant,2024-03-01,Main,Consumption AI,Service AI,18333.56
Levoplant,2024-03-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2024-03-01,Main,Consumption AI,Consumption AI,21095
Levoplant,2024-03-01,Main,Consumption AI,Demographic,15722
Levoplant,2024-03-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2024-04-01,Main,Consumption AI,Actual Consumption,9653
Levoplant,2024-04-01,Main,Consumption AI,Service Excel,18927
Levoplant,2024-04-01,Main,Consumption AI,Service AI,18658.920000000002
Levoplant,2024-04-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2024-04-01,Main,Consumption AI,Consumption AI,13717
Levoplant,2024-04-01,Main,Consumption AI,Demographic,15722
Levoplant,2024-04-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2024-05-01,Main,Consumption AI,Actual Consumption,8982
Levoplant,2024-05-01,Main,Consumption AI,Service Excel,18927
Levoplant,2024-05-01,Main,Consumption AI,Service AI,18984.280000000002
Levoplant,2024-05-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2024-05-01,Main,Consumption AI,Consumption AI,12509
Levoplant,2024-05-01,Main,Consumption AI,Demographic,15722
Levoplant,2024-05-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2024-06-01,Main,Consumption AI,Actual Consumption,8970
Levoplant,2024-06-01,Main,Consumption AI,Service Excel,18927
Levoplant,2024-06-01,Main,Consumption AI,Service AI,19288.640000000003
Levoplant,2024-06-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2024-06-01,Main,Consumption AI,Consumption AI,13402
Levoplant,2024-06-01,Main,Consumption AI,Demographic,15722
Levoplant,2024-06-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2024-07-01,Main,Consumption Excel,Actual Consumption,10623
Levoplant,2024-07-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2024-07-01,Main,Consumption Excel,Service AI,0
Levoplant,2024-07-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2024-07-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2024-07-01,Main,Consumption Excel,Demographic,18742
Levoplant,2024-07-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2024-08-01,Main,Consumption Excel,Actual Consumption,10111
Levoplant,2024-08-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2024-08-01,Main,Consumption Excel,Service AI,0
Levoplant,2024-08-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2024-08-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2024-08-01,Main,Consumption Excel,Demographic,18742
Levoplant,2024-08-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2024-09-01,Main,Consumption Excel,Actual Consumption,9763
Levoplant,2024-09-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2024-09-01,Main,Consumption Excel,Service AI,0
Levoplant,2024-09-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2024-09-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2024-09-01,Main,Consumption Excel,Demographic,18742
Levoplant,2024-09-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2024-10-01,Main,Consumption Excel,Actual Consumption,10689
Levoplant,2024-10-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2024-10-01,Main,Consumption Excel,Service AI,0
Levoplant,2024-10-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2024-10-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2024-10-01,Main,Consumption Excel,Demographic,18742
Levoplant,2024-10-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2024-11-01,Main,Consumption Excel,Actual Consumption,8736
Levoplant,2024-11-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2024-11-01,Main,Consumption Excel,Service AI,0
Levoplant,2024-11-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2024-11-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2024-11-01,Main,Consumption Excel,Demographic,18742
Levoplant,2024-11-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2024-12-01,Main,Consumption Excel,Actual Consumption,8383
Levoplant,2024-12-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2024-12-01,Main,Consumption Excel,Service AI,0
Levoplant,2024-12-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2024-12-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2024-12-01,Main,Consumption Excel,Demographic,18742
Levoplant,2024-12-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2025-01-01,Main,Consumption Excel,Actual Consumption,8938
Levoplant,2025-01-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2025-01-01,Main,Consumption Excel,Service AI,0
Levoplant,2025-01-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2025-01-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2025-01-01,Main,Consumption Excel,Demographic,18742
Levoplant,2025-01-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2025-02-01,Main,Consumption Excel,Actual Consumption,10548
Levoplant,2025-02-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2025-02-01,Main,Consumption Excel,Service AI,0
Levoplant,2025-02-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2025-02-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2025-02-01,Main,Consumption Excel,Demographic,18742
Levoplant,2025-02-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2025-03-01,Main,Consumption Excel,Actual Consumption,11694
Levoplant,2025-03-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2025-03-01,Main,Consumption Excel,Service AI,0
Levoplant,2025-03-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2025-03-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2025-03-01,Main,Consumption Excel,Demographic,18742
Levoplant,2025-03-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2025-04-01,Main,Consumption Excel,Actual Consumption,10986
Levoplant,2025-04-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2025-04-01,Main,Consumption Excel,Service AI,0
Levoplant,2025-04-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2025-04-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2025-04-01,Main,Consumption Excel,Demographic,18742
Levoplant,2025-04-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2025-05-01,Main,Consumption Excel,Actual Consumption,10319
Levoplant,2025-05-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2025-05-01,Main,Consumption Excel,Service AI,0
Levoplant,2025-05-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2025-05-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2025-05-01,Main,Consumption Excel,Demographic,18742
Levoplant,2025-05-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2025-06-01,Main,Consumption Excel,Actual Consumption,8940
Levoplant,2025-06-01,Main,Consumption Excel,Service Excel,12417
Levoplant,2025-06-01,Main,Consumption Excel,Service AI,0
Levoplant,2025-06-01,Main,Consumption Excel,Consumption Excel,13636
Levoplant,2025-06-01,Main,Consumption Excel,Consumption AI,13927
Levoplant,2025-06-01,Main,Consumption Excel,Demographic,18742
Levoplant,2025-06-01,Main,Consumption Excel,Consumption LMIS,NA
Levoplant,2024-07-01,Review,Consumption AI,Actual Consumption,10623
Levoplant,2024-07-01,Review,Consumption AI,Service Excel,11416
Levoplant,2024-07-01,Review,Consumption AI,Service AI,13636
Levoplant,2024-07-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2024-07-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2024-07-01,Review,Consumption AI,Demographic,6962
Levoplant,2024-07-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2024-08-01,Review,Consumption AI,Actual Consumption,10111
Levoplant,2024-08-01,Review,Consumption AI,Service Excel,11416
Levoplant,2024-08-01,Review,Consumption AI,Service AI,13636
Levoplant,2024-08-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2024-08-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2024-08-01,Review,Consumption AI,Demographic,6962
Levoplant,2024-08-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2024-09-01,Review,Consumption AI,Actual Consumption,9763
Levoplant,2024-09-01,Review,Consumption AI,Service Excel,11416
Levoplant,2024-09-01,Review,Consumption AI,Service AI,13636
Levoplant,2024-09-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2024-09-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2024-09-01,Review,Consumption AI,Demographic,6962
Levoplant,2024-09-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2024-10-01,Review,Consumption AI,Actual Consumption,10689
Levoplant,2024-10-01,Review,Consumption AI,Service Excel,11416
Levoplant,2024-10-01,Review,Consumption AI,Service AI,13636
Levoplant,2024-10-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2024-10-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2024-10-01,Review,Consumption AI,Demographic,6962
Levoplant,2024-10-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2024-11-01,Review,Consumption AI,Actual Consumption,8736
Levoplant,2024-11-01,Review,Consumption AI,Service Excel,11416
Levoplant,2024-11-01,Review,Consumption AI,Service AI,13636
Levoplant,2024-11-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2024-11-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2024-11-01,Review,Consumption AI,Demographic,6962
Levoplant,2024-11-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2024-12-01,Review,Consumption AI,Actual Consumption,8383
Levoplant,2024-12-01,Review,Consumption AI,Service Excel,11416
Levoplant,2024-12-01,Review,Consumption AI,Service AI,13636
Levoplant,2024-12-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2024-12-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2024-12-01,Review,Consumption AI,Demographic,6962
Levoplant,2024-12-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2025-01-01,Review,Consumption AI,Actual Consumption,8938
Levoplant,2025-01-01,Review,Consumption AI,Service Excel,11416
Levoplant,2025-01-01,Review,Consumption AI,Service AI,13636
Levoplant,2025-01-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2025-01-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2025-01-01,Review,Consumption AI,Demographic,6962
Levoplant,2025-01-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2025-02-01,Review,Consumption AI,Actual Consumption,10548
Levoplant,2025-02-01,Review,Consumption AI,Service Excel,11416
Levoplant,2025-02-01,Review,Consumption AI,Service AI,13636
Levoplant,2025-02-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2025-02-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2025-02-01,Review,Consumption AI,Demographic,6962
Levoplant,2025-02-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2025-03-01,Review,Consumption AI,Actual Consumption,11694
Levoplant,2025-03-01,Review,Consumption AI,Service Excel,11416
Levoplant,2025-03-01,Review,Consumption AI,Service AI,13636
Levoplant,2025-03-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2025-03-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2025-03-01,Review,Consumption AI,Demographic,6962
Levoplant,2025-03-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2025-04-01,Review,Consumption AI,Actual Consumption,10986
Levoplant,2025-04-01,Review,Consumption AI,Service Excel,11416
Levoplant,2025-04-01,Review,Consumption AI,Service AI,13636
Levoplant,2025-04-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2025-04-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2025-04-01,Review,Consumption AI,Demographic,6962
Levoplant,2025-04-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2025-05-01,Review,Consumption AI,Actual Consumption,10319
Levoplant,2025-05-01,Review,Consumption AI,Service Excel,11416
Levoplant,2025-05-01,Review,Consumption AI,Service AI,13636
Levoplant,2025-05-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2025-05-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2025-05-01,Review,Consumption AI,Demographic,6962
Levoplant,2025-05-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2025-06-01,Review,Consumption AI,Actual Consumption,8940
Levoplant,2025-06-01,Review,Consumption AI,Service Excel,11416
Levoplant,2025-06-01,Review,Consumption AI,Service AI,13636
Levoplant,2025-06-01,Review,Consumption AI,Consumption Excel,10952
Levoplant,2025-06-01,Review,Consumption AI,Consumption AI,13981
Levoplant,2025-06-01,Review,Consumption AI,Demographic,6962
Levoplant,2025-06-01,Review,Consumption AI,Consumption LMIS,NA
Levoplant,2025-07-01,Main,Consumption LMIS,Actual Consumption,6699
Levoplant,2025-07-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2025-07-01,Main,Consumption LMIS,Service AI,8913
Levoplant,2025-07-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2025-07-01,Main,Consumption LMIS,Consumption AI,9408
Levoplant,2025-07-01,Main,Consumption LMIS,Demographic,10470.25
Levoplant,2025-07-01,Main,Consumption LMIS,Consumption LMIS,19885
Levoplant,2025-08-01,Main,Consumption LMIS,Actual Consumption,6888
Levoplant,2025-08-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2025-08-01,Main,Consumption LMIS,Service AI,9043
Levoplant,2025-08-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2025-08-01,Main,Consumption LMIS,Consumption AI,9814
Levoplant,2025-08-01,Main,Consumption LMIS,Demographic,10470.25
Levoplant,2025-08-01,Main,Consumption LMIS,Consumption LMIS,19885
Levoplant,2025-09-01,Main,Consumption LMIS,Actual Consumption,7559
Levoplant,2025-09-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2025-09-01,Main,Consumption LMIS,Service AI,8885
Levoplant,2025-09-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2025-09-01,Main,Consumption LMIS,Consumption AI,9418
Levoplant,2025-09-01,Main,Consumption LMIS,Demographic,10470.25
Levoplant,2025-09-01,Main,Consumption LMIS,Consumption LMIS,19885
Levoplant,2025-10-01,Main,Consumption LMIS,Actual Consumption,8036
Levoplant,2025-10-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2025-10-01,Main,Consumption LMIS,Service AI,8927
Levoplant,2025-10-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2025-10-01,Main,Consumption LMIS,Consumption AI,8724
Levoplant,2025-10-01,Main,Consumption LMIS,Demographic,10470.25
Levoplant,2025-10-01,Main,Consumption LMIS,Consumption LMIS,19885
Levoplant,2025-11-01,Main,Consumption LMIS,Actual Consumption,7493
Levoplant,2025-11-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2025-11-01,Main,Consumption LMIS,Service AI,8789
Levoplant,2025-11-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2025-11-01,Main,Consumption LMIS,Consumption AI,8963
Levoplant,2025-11-01,Main,Consumption LMIS,Demographic,10470.25
Levoplant,2025-11-01,Main,Consumption LMIS,Consumption LMIS,19885
Levoplant,2025-12-01,Main,Consumption LMIS,Actual Consumption,6935
Levoplant,2025-12-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2025-12-01,Main,Consumption LMIS,Service AI,7880
Levoplant,2025-12-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2025-12-01,Main,Consumption LMIS,Consumption AI,8310
Levoplant,2025-12-01,Main,Consumption LMIS,Demographic,10470.25
Levoplant,2025-12-01,Main,Consumption LMIS,Consumption LMIS,19885
Levoplant,2026-01-01,Main,Consumption LMIS,Actual Consumption,6867
Levoplant,2026-01-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2026-01-01,Main,Consumption LMIS,Service AI,8640
Levoplant,2026-01-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2026-01-01,Main,Consumption LMIS,Consumption AI,10876
Levoplant,2026-01-01,Main,Consumption LMIS,Demographic,10470.25
Levoplant,2026-01-01,Main,Consumption LMIS,Consumption LMIS,19885
Levoplant,2026-02-01,Main,Consumption LMIS,Actual Consumption,6990
Levoplant,2026-02-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2026-02-01,Main,Consumption LMIS,Service AI,8470
Levoplant,2026-02-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2026-02-01,Main,Consumption LMIS,Consumption AI,10789
Levoplant,2026-02-01,Main,Consumption LMIS,Demographic,10470.25
Levoplant,2026-02-01,Main,Consumption LMIS,Consumption LMIS,19885
Levoplant,2026-03-01,Main,Consumption LMIS,Actual Consumption,9306
Levoplant,2026-03-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2026-03-01,Main,Consumption LMIS,Service AI,8457
Levoplant,2026-03-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2026-03-01,Main,Consumption LMIS,Consumption AI,11154
Levoplant,2026-03-01,Main,Consumption LMIS,Demographic,10470.25
Levoplant,2026-03-01,Main,Consumption LMIS,Consumption LMIS,19885
Levoplant,2026-04-01,Main,Consumption LMIS,Actual Consumption,10274
Levoplant,2026-04-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2026-04-01,Main,Consumption LMIS,Service AI,8075
Levoplant,2026-04-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2026-04-01,Main,Consumption LMIS,Consumption AI,8724
Levoplant,2026-04-01,Main,Consumption LMIS,Demographic,10470.25
Levoplant,2026-04-01,Main,Consumption LMIS,Consumption LMIS,19885
Levoplant,2026-05-01,Main,Consumption LMIS,Actual Consumption,9956
Levoplant,2026-05-01,Main,Consumption LMIS,Service Excel,NA
Levoplant,2026-05-01,Main,Consumption LMIS,Service AI,8040
Levoplant,2026-05-01,Main,Consumption LMIS,Consumption Excel,NA
Levoplant,2026-05-01,Main,Consumption LMIS,Consumption AI,9947
Levoplant,2026-05-01,Main,Consumption LMIS,Demographic,10470.25
